AA:AA:AA:88:88:03,AA:AA:AA:11:22:38,AA:AA:AA:11:22:37,AA:AA:AA:11:22:34,AA:AA:AA:11:22:35,AA:AA:AA:11:22:36,AA:AA:AA:88:88:02,AA:AA:AA:88:88:01
548.5374702145078,877.6599523432126,867.6865437938579,927.526995089986,827.7929095964391,578.4576958625719,568.4842873132172,428.8565676222516
599.2614311953404,846.5756726410364,960.7207071544345,932.184448526085,675.3581208709392,542.1889139386412,599.2614311953404,447.0680518441428
564.7879399306947,961.1303539171471,901.6789918191793,941.3132332178245,713.4163451756144,604.42218132934,574.6965002803561,574.6965002803561
620.9352353401496,921.7007399580345,892.5944008014651,873.1901746970854,611.2331222879598,650.0415744967191,650.0415744967191,485.10565260949187
512.6760651371658,949.4001206243811,769.0140977057487,968.3881230368687,664.5800844370668,503.182063930922,626.6040796120916,550.652069962141
563.5808308052872,939.3013846754785,879.9770866959747,899.7518526891427,741.5537247437989,573.4682138018711,613.0177457882071,583.355596798455
612.2255799540092,826.0186396204886,816.3007732720122,923.1973031052519,631.6613126509618,291.5359904542901,476.17545107534045,670.5327780448672
583.5889868845496,929.7858435109774,939.6771822717325,910.0031659894672,771.5244233388961,455.0015829947336,662.7196969705902,731.9590682958758
464.1851496741738,860.6766316875305,831.6650598328947,889.6882035421664,792.9829640267135,628.5840568504436,599.5724849958078,493.19672152880963
415.13185787310186,879.6841750168111,958.7569098497828,879.6841750168111,830.2637157462037,543.625051976681,612.8136949555313,593.0455112472883
503.10016627850666,928.8003069757045,967.5003197663589,957.8253165686954,599.8501982551426,532.1251758714974,532.1251758714974,619.2002046504697
407.84061308920116,777.742564495686,834.6505570197605,929.4972112265515,673.4112448682159,711.3499065509322,588.0492560821041,768.2578990750069
627.5158415274874,931.7659465105116,884.2268676069141,893.7346833876336,751.117446676841,370.80481544806076,713.086183553963,665.5471046503654
570.638595447376,913.0217527158015,922.5323959732578,827.4259633986952,580.1492387048322,580.1492387048322,656.2343847644823,513.5747359026384
615.9179332628847,928.6147301501956,975.9930327088789,966.5173721971422,691.7232173567783,502.2100071220445,777.0041619624085,426.404723028151
797.9087056188997,921.3945767265866,892.8978372401973,826.405445105289,693.4206608354724,474.94565810648794,503.44239759287717,759.9130529703807
609.2665798755189,838.9900444187474,868.9539745765597,838.9900444187474,858.9659978572889,419.4950222093737,549.3387195598941,599.2786031562481
577.8787847114996,946.5255956481459,896.7084590350856,1026.2330142290425,737.2936218732926,557.9519300662755,657.5862032923961,707.4033399054564
550.3099363406851,714.4374612142227,839.9467449410456,859.255865514403,820.6376243676882,521.346255480649,617.8918583474359,511.6916951939703
554.9473104455408,893.5592286834978,884.1533420657768,931.1827751543819,968.806321625266,489.10610412149356,677.2238364759141,489.10610412149356
458.41224967120723,916.8244993424145,955.0255201483484,888.173733737964,983.6762857527989,458.41224967120723,601.6660776934594,553.9148016860421
454.7970499406276,949.1416694413097,889.8203151012278,899.7072074912414,840.3858531511596,692.0824673009549,612.9873281808458,494.34461950068214
630.3736405872841,872.8250408131626,901.919208840268,911.6172648493032,688.561976641495,678.8639206324598,659.4678086143895,397.6202963704407
543.1069009859359,947.9684089936335,957.8430799206506,967.7177508476675,1017.0911054827526,533.2322300589188,454.23486264278273,513.4828882048848
450.4180604738577,872.0860319812989,824.1692170372716,785.8357650820496,785.8357650820496,661.2520462275784,412.0846085186358,450.4180604738577
809.6280304873587,879.5958849739206,909.5821083253043,849.609661622537,709.6739526494132,649.701505946646,749.6555837845915,449.7933502707549
354.3051411023238,948.0056478143258,871.3991308192287,842.6716869460673,861.8233161948416,603.2763213363892,660.7312090827119,469.21491659496934
549.5240015310886,947.4551750536011,900.0824163009211,909.556968051457,682.1677260385928,786.3877952944889,549.5240015310886,435.82938052465653
537.5246694112591,846.1036462955004,915.782770108071,766.4703619382768,786.3786830275827,617.1579537684826,477.7997061433414,497.7080272326473
656.874044910333,826.0688746599643,875.8320598804441,875.8320598804441,806.1636005717725,437.9160299402221,646.9214078662371,457.821304028414
552.2303185504562,904.5151769360921,894.9939645472911,885.4727521584902,885.4727521584902,704.5697167712717,514.1454689952524,447.49698227364553
437.75983242703427,894.5527010465482,932.6187734315077,885.0361829503083,742.2884115067103,647.1232305443115,618.5736762555919,475.8259048119938
434.3410314687084,977.2673208045939,977.2673208045939,1006.8814820410968,779.8395792279083,562.6690634935541,621.8973859665598,542.9262893358855
623.8523805116153,748.6228566139383,825.4046880615217,892.5887905781572,729.4273987520424,700.6342119591986,691.0364830282507,422.3000729617088
512.0303258701755,853.3838764502925,749.0814026619234,711.1532303752438,749.0814026619234,369.79967979512674,474.10215358349586,464.62011051182594
553.7091696626004,849.6571741374386,935.5775625333592,945.1242723551283,763.7367857415178,400.9618125142968,677.816397345597,696.9098169891349
510.0464845116133,931.815692857755,951.4328653389709,941.624279098363,872.9641754141073,686.6010368425564,637.5581056395166,451.1949670679656
465.00613574584133,862.1988766954141,842.8236210393374,842.8236210393374,678.1339479626853,775.0102262430688,649.0710644785702,503.75664705799477
610.7380274242944,982.9065128859737,944.7353861719554,954.2781678504599,744.3369709233588,543.9385556747621,496.2246472822392,477.13908392522995
601.1757268403085,867.2699010155269,955.9679590739331,965.8232988582005,798.2825225256554,689.8737848987146,542.0436881347043,542.0436881347043
500.5528889957859,914.4716241269165,866.3415386465525,875.9675557426253,712.3252651093876,721.9512822054604,606.4390770525868,404.2927180350578
615.1172825704132,851.7008527898029,908.4809096424564,842.2375099810273,690.8240250406179,529.9471972914329,539.4105401002086,539.4105401002086
606.5628729106508,841.3614043599349,870.7112207910953,900.0610372222559,645.6959614855314,557.6465121920498,684.8290500604121,391.3308857488069
621.7465293409066,860.8798098566399,927.8371284010452,918.2717971804159,698.2691791059412,602.6158668996479,535.6585483552426,497.3972234727253
366.3978772925086,854.9283803491868,883.1128324486106,920.6921019145088,920.6921019145088,488.5305030566782,526.1097725225765,385.1875120254578
504.7141382006686,923.7221019899029,933.24501025784,885.6304689181543,876.1075606502172,590.4203126121029,552.3286795403543,504.7141382006686
419.1161105439228,952.5366148725518,943.0112487238263,962.0619810212773,733.4531934518649,714.4024611544139,438.16684284137386,438.16684284137386
540.8550055855659,910.9136936177953,948.86843085187,967.8457994689074,768.5834289900148,540.8550055855659,588.2984271281595,455.45684680889764
379.6513823707981,1053.5325860789646,968.1110250455351,968.1110250455351,835.2330412157559,484.0555125227676,597.950927234007,389.14266693006806
369.91512622857675,663.9502265641121,701.8902395106328,711.375242747263,417.34014241172764,682.9202330373724,417.34014241172764,331.97511328205604
561.9833294859307,1123.9666589718613,1133.491800149589,1104.9163766164058,1085.8660942609506,847.7375648177597,762.011294218211,371.4805059313779
732.5831766100953,950.3781750617452,940.478402404852,940.478402404852,791.9818125514544,554.387268786018,574.1868140998043,395.9909062757272
529.9878994063197,799.7999209222642,915.4336444290976,857.6167826756808,713.0746282921392,645.621622913153,722.7107719177086,346.90117052050016
466.7181389672634,714.3644984192808,723.8893583982045,790.5633782506708,723.8893583982045,504.8175788829584,542.9170187986534,485.76785892511094
564.3054219981448,999.9096074002214,999.9096074002214,999.9096074002214,861.3082756813789,603.9058024892427,762.3073244536341,326.7031390515575
576.4920581741961,739.831474656885,864.7380872612943,845.5216853221543,749.439675626455,538.0592542959164,586.100259143766,480.4100484784968
689.5269856106491,985.0385508723558,935.7866233287381,847.133153750226,896.3850812938439,620.5742870495842,728.9285276455433,315.2123362791539
619.9811166315914,784.6636007368579,968.7204947368616,988.0949046315988,804.0380106315951,387.48819789474464,687.7915512631718,271.2417385263212
470.37385655559535,835.1535820476897,873.5514478889628,777.55678328578,835.1535820476897,479.9733230159136,652.7637193016425,374.3791919524126
449.9167596327126,789.8538669107621,889.835369051365,999.815021406028,749.861266054521,609.8871630576771,619.8853132717373,449.9167596327126
561.7098989069916,1018.6942234414931,971.0916896358159,999.6532099192223,856.8456085021905,618.8329394738042,580.7509124292625,180.88962846157355
400.4750118526765,629.3178757684916,657.9232337579685,572.1071597895378,610.2476371088403,429.0803698421534,514.8964438105841,295.58869922459456
739.8298646132828,1095.332526830055,1104.9407068899677,1220.2388676089208,1037.6834464705785,720.6135044934572,711.0053244335445,413.1517425762488
524.1805312906272,879.8744632378384,879.8744632378384,898.5951964982179,889.2348298680282,608.423830962335,580.3427310717658,496.0994314000578
490.73996926989327,952.6128815239105,856.3893581376569,866.0117104762822,740.9211300741525,654.3199590265243,692.8093683810258,375.271741206389
628.3130851621602,857.6972273642186,887.6168980862262,967.4026866782466,887.6168980862262,538.5540729961373,598.3934144401525,329.1163779420839
372.2331883300931,1030.7995984525655,944.8996319148517,944.8996319148517,820.8219024714874,601.2997657639966,696.744173028123,496.3109177734575
520.6864473450629,927.7685789057484,833.0983157521006,861.4993946981949,757.3621052291824,605.8896841833459,624.8237368140755,388.14807892995594
592.7329061980544,869.3415957571465,849.5838322172114,879.220477527114,800.1894233673735,839.7049504472437,760.6738962875031,444.5496796485408
454.4659539489989,937.9403730436785,879.923442752317,841.2454892247426,792.8980473152747,570.499814531722,638.1862332049772,444.79646556710526
556.9553173464988,934.5521426661589,887.3525395012014,868.4726982352184,764.6335712723119,717.4339681073543,736.3138093733373,396.47666658564316
567.9287134338861,807.0565927744696,787.1292694960877,817.0202544136606,866.8385626096155,767.2019462177057,687.4926531041779,458.3284354027852
530.2445747363795,886.9545613772166,906.2361822767214,896.595371826969,886.9545613772166,597.730247884646,636.2934896836554,221.73864034430414
588.2469925352464,1024.6883095775258,929.8097623944216,825.4433604930069,740.0526680282131,540.8077189436942,796.9797963380756,284.63564154931277
488.05125275717955,856.5797497370907,856.5797497370907,976.1025055143591,806.778601496562,796.8183718484564,717.1365346636107,219.1250522583255
508.6649091683338,902.1604049400637,959.7451116383656,988.5374649875166,758.198638194309,930.9527582892147,575.8470669830194,153.55921786213852
430.69217566391325,934.6936578238117,870.5480146398247,852.2206880158284,824.7296980798338,687.2747483998616,641.4564318398708,320.7282159199354
360.38853237273923,666.7187848895676,693.7479248175231,738.7964913641155,702.7576381268415,396.4273856100132,477.5148053938795,243.26225935159897
553.8092602122484,985.5927512251878,966.8195559637556,929.2731654408914,863.5669820258788,628.902041257977,497.48967442795197,262.8247336600501
284.3036962224376,531.9230445452059,614.462827319462,632.8050012692967,586.9495663947099,596.1206533696272,586.9495663947099,247.61934832276825
677.7923549695745,929.5438011011307,997.3230365980882,1026.3712803824985,997.3230365980882,910.1783052448571,677.7923549695745,580.9648756882067
449.2505001128817,1088.184544717869,1078.2012002709162,1108.1512336117748,788.6842113092812,579.0339779232697,638.9340446049873,409.31712232507
580.1835751969169,884.542172021529,922.5869966246056,884.542172021529,903.5645843230673,428.00427678461085,627.7396059507626,447.0266890861491
566.4673985220334,925.2300842526544,906.3478376352533,887.4655910178521,934.671207561355,415.40942558282444,538.1440285959317,519.2617819785305
483.27271568899226,966.5454313779845,957.0694957762396,957.0694957762396,795.9785905465754,568.5561361046967,559.0802005029518,426.4171020785226
738.4779899158888,788.3751513966921,748.4574222120494,768.4162868043708,788.3751513966921,658.6425315466035,658.6425315466035,409.15672414258705
655.2211216100935,835.6443290099743,892.6200787151998,987.5796615572424,778.6685793047488,560.261538768051,683.7089964627063,322.86258166294465
588.0564369159645,825.1759679304663,938.9933428174271,938.9933428174271,673.4194680811851,644.9651243594449,663.9346868406051,521.662968231904
648.277490498338,1027.2704849435204,917.5619865514939,887.6414869900321,777.9329885980056,468.7544931295675,598.4099912292352,408.913494006644
669.3450535080447,851.024425174514,870.1485695604581,889.2727139464023,860.586497367486,726.7174866658771,506.78982622751954,334.67252675402233
637.8861154888828,942.5481407970059,942.5481407970059,894.9446993426117,828.2998813064597,418.9102847986693,723.5723101067924,437.95166138042697
444.11217008219575,803.181584191205,859.876754839996,831.5291695156005,869.3259499481278,576.4009015960413,944.9195108131825,529.1549260553821
514.8452918090276,960.384486643763,900.9792606657983,910.8801316621258,920.7810026584532,514.8452918090276,702.9618407392492,435.638323838408
658.7726907890254,745.9631939816906,862.2171982385773,920.3442003670208,794.40236242206,687.8361918532471,503.76735177984295,455.32818333947347
624.4956620725408,898.8952711650209,861.0470492212305,861.0470492212305,794.8126608195973,529.8751072130649,700.1921059601215,463.6407188114318
560.442793948374,750.4234020664669,826.415645313704,778.9204932841808,835.9146757196087,740.9243716605622,636.4350371956111,541.4447331365648
677.2995566164739,836.6641581732912,926.306746549001,936.2670341463021,697.220131811076,597.6172558380651,567.7363930461619,348.610065905538
495.4269393746349,905.1069084728907,886.0520261892509,866.9971439056111,971.79899646563,657.3934387855733,524.0092628000946,581.173909651014
729.4910977001499,839.4144137919533,789.4492701138608,799.4422988494792,739.4841264357683,689.5189827576759,599.5817241371095,499.65143678092454
467.03228432943314,1057.9710930727974,962.658381985158,1010.3147375289777,638.595164287184,447.96974211190525,610.0013509608922,629.0638931784201
626.0443699668227,735.3537044054742,824.7886144007347,765.1653410705611,765.1653410705611,626.0443699668227,417.3629133112151,775.1025532922566
467.90734293640315,816.3489812932991,806.3935059116735,816.3489812932991,686.9278013321664,328.53068759364476,567.4620967526591,816.3489812932991
574.9160013885257,996.5210690734447,948.6114022910675,795.3004685874606,709.0630683791818,459.9328011108206,498.26053453672233,641.9895348838537
515.9549753604456,947.4809547528183,881.8139578887616,975.6239534088426,900.5759569927778,394.00198118434025,440.9069789443808,609.7649708805267
666.8032668675395,866.8442469278014,828.7412031067992,771.5866373752957,800.1639202410474,619.1744620912867,552.4941354045327,838.2669640620496
538.0497636593271,807.0746454889908,807.0746454889908,787.8585825011577,759.0344880194081,393.92929125057884,461.18551170799475,605.305984116743
660.1211386609878,880.1615182146503,975.8312484553732,908.8624372868671,746.2238958776383,449.64773213139745,698.3890307572768,535.7504893480481
521.3273935802079,853.0811894948856,853.0811894948856,796.2091101952266,701.4223113624615,616.1141924129729,578.1994728798669,739.3370308955675
605.1303405730486,936.0609955739345,964.4264802882961,888.7851877166651,737.5026025734029,472.7580785726942,633.4958252874102,453.84775542978645
702.6643345818776,760.41756756121,702.6643345818776,837.42187820032,789.2941840508763,375.3960143656607,587.1578686232128,770.0431063910988
498.2925498468649,586.6992925616313,610.8102223929312,642.9581288346644,610.8102223929312,208.96139187126593,458.1076667946984,474.181620015565
775.106844187227,1105.9451313403117,1200.470356241193,1096.4926088502236,954.7047714989017,519.8887369548474,510.4362144647593,756.2017992070508
572.3706502605811,927.6351918016315,888.1613538526259,1026.3197866741455,828.9505969291175,473.68605538806713,523.0283528243242,740.134461543855
704.2886122244777,771.8231366843592,877.9488179784585,675.3452445988142,877.9488179784585,569.2195633047148,472.74167121917,530.6284064704969
712.4010625794048,845.3825942608936,797.8891900889333,788.3905092545413,731.3984242481888,379.9472333756825,522.4274458915635,702.9023817450127
790.8187581472445,800.703992624085,840.2449305314473,840.2449305314473,682.0811789019983,474.49125488834665,583.2288341335927,602.9993030872739
719.8821359967156,950.2444195156646,921.449134075796,883.0554201559712,883.0554201559712,297.55128287864244,479.9214239978104,825.464849276234
582.2937299382768,676.2120734767085,882.8324292612583,882.8324292612583,826.4814231381993,582.2937299382768,648.036570415179,685.6039078305517
785.5380911813005,986.7124803862678,919.6543506512787,871.7556865548579,670.5812973498907,402.3487784099344,507.7258394220601,488.5663737834918
663.1989224419799,862.158599174574,900.0556804569728,833.7357882127748,814.7872475715753,435.8164347475868,540.0334082741837,852.6843288539742
478.1396166000285,881.2769404000526,843.7757940000503,937.5286600000559,834.4005074000497,421.88789700002513,571.8924826000341,703.1464950000419
701.7424417268156,932.452285582207,922.8393754215657,836.3231839757939,817.0973636545112,298.0002149798806,480.64550803206544,836.3231839757939
742.6518689745715,904.5118916997986,904.5118916997986,828.3424692408682,637.9189130935422,314.19886764308797,590.3130240567107,685.5248021303737
730.2609445957398,853.551753423592,872.5195701663386,900.9712952804582,787.1643948239793,493.1632353114087,597.4862273965144,682.8414027388736
719.9049392540107,824.1017067776176,843.0465736000915,814.6292733663805,748.3222394877217,596.76330490793,539.928704440508,606.2357383191669
691.6202771533684,820.0640429104225,869.4654912785202,800.3034635631834,879.3457809521398,602.6976700907925,414.97216629202103,820.0640429104225
483.1763373648869,550.821024595971,521.8304443540778,599.1386583324597,473.51281061758914,483.1763373648869,289.9058024189321,463.8492838702914
695.0922117389247,1133.0955232456442,1133.0955232456442,942.6593008514184,1133.0955232456442,304.6979558307615,580.8304783023891,828.3975674148828
760.240095385635,940.7971180397233,940.7971180397233,988.3121240013254,788.7490989625962,380.1200476928175,484.6530608083423,684.2160858470714
714.857201900779,893.5715023759738,834.0000688842422,814.1429243869983,734.7143463980228,516.2857569283403,407.07146219349914,645.3571961604255
745.8672222214623,707.6176210819001,879.7408262099299,803.2416239308055,898.865626779711,525.9320156689798,449.4328133898555,841.4912250703677
619.2545565947897,868.9539745765597,848.9780211380182,888.9299280151014,838.9900444187474,369.55513861301966,499.3988359635401,789.0501608223933
658.9875653819906,878.6500871759876,878.6500871759876,802.24573176938,792.695187343554,343.8195993297343,477.52722129129756,849.9984538985098
605.1962959563781,902.8338185578755,853.2275647909593,892.9125678044923,902.8338185578755,476.22003616239584,555.5900421894618,684.566301983444
542.7669114206321,823.8426334063166,804.4581008555798,852.9194322324219,746.3045032033692,552.4591776960006,746.3045032033692,581.5359765221059
671.8653954401165,869.4728646872096,731.1476362142444,849.7121177625003,849.7121177625003,691.6261423648258,582.9420342789246,612.5831546659886
704.5510842870818,856.886453862667,809.2816508702966,828.3235720672448,714.0720448855559,618.862438900815,628.3833994992891,514.1318723176003
619.1331923289914,800.1105870097734,923.9372254755717,923.9372254755717,542.9321840423463,466.7311757557012,657.2336964723139,733.434704758959
822.3424267971677,822.3424267971677,774.5318205880301,879.715154248133,497.23030457503165,439.8575771240665,678.9106081697548,822.3424267971677
738.6692219531866,909.1313500962297,890.1911136358915,871.2508771755535,615.5576849609888,482.976029738622,634.497921421327,719.7289854928484
438.9150482474495,582.234247675188,609.106597567889,573.2767977109544,465.78739814015046,501.6171979970851,322.46819871241183,510.57464796131876
811.2347263120314,1030.7452993141105,858.954416095092,1107.0968029670075,935.3059197479892,391.3014562210975,830.3226022252557,963.9377336178255
693.3896467866966,807.371506532455,873.8609247174807,683.89115847455,778.8760415960154,474.92441560732647,683.89115847455,693.3896467866966
616.2150848627218,635.1755490123439,758.4185659848883,616.2150848627218,777.3790301345106,654.1360131619662,407.64997921687745,692.0569414612106
712.0486029527664,820.8338061816612,840.6129340414603,899.9503176208575,712.0486029527664,563.7051440042734,830.7233701115607,563.7051440042734
502.5365046880699,763.4689205837985,831.1180654456541,898.7672103075097,715.1481028253303,570.1856495499255,405.8948691711334,773.1330841354921
746.4636267677541,925.992853458733,774.8103467715929,907.0950401228404,708.6680000959691,500.79205340115146,576.3833067447215,670.872373424184
878.8533681334036,701.1077431176591,750.4815278442547,819.6048264614888,730.7320139536165,562.861145883191,622.1096875551059,829.4795834068079
693.5778420799119,792.6603909484706,911.5594495907412,852.1099202696059,634.1283127587765,455.7797247953706,535.0457638902177,723.3026067404795
758.2458509275052,865.1779581095892,855.4568574566725,806.8513541920888,573.5449385220873,583.2660391750039,466.6128313400032,651.3137437454211
